Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Abil/Name/UpgradeToImpalerDen;Upgrade To Impaler Den;Мутировать в пещеру пронзателей;Zu Pfählerbau ausbauen;Mejorar a guarida de empalador;Mejorar a Cubil de empaladores;Améliorer en tanière d’empaleurs;Potenziamento in Antro dei Trafiggitori;관통 촉수 굴로 업그레이드;Ulepsz do nory przebijaczy;Aprimorar para Covil de Empalador;升级为穿刺之巢;升級為刺獸穴
Abil/Name/UpgradeToLairInstantFree;Morph Building (Hatchery -> Lair);Morph Building (Hatchery -> Lair);Morph Building (Hatchery -> Lair);Morph Building (Hatchery -> Lair);Transformar edificación (Larvario -> Guarida);Morph Building (Hatchery -> Lair);Morph Building (Hatchery -> Lair);건물 변이 (부화장 -> 번식지);Morph Building (Hatchery -> Lair);Transmutar Estrutura (Incubadora -> Antro);变异建筑 (孵化场 -> 虫穴);變形建築（孵化所 -> 蟲穴）
Abil/Name/UpgradeToLurkerDen;Morph Building (Hydralisk Den -> Lurker Den);Morph Building (Hydralisk Den -> Lurker Den);Morph Building (Hydralisk Den -> Lurker Den);Morph Building (Hydralisk Den -> Lurker Den);Transformar edificación (Cubil de Hidraliscos -> Cubil de Acechadores);Morph Building (Hydralisk Den -> Lurker Den);Morph Building (Hydralisk Den -> Lurker Den);건물 변태 (히드라리스크 굴 -> 가시지옥 굴);Morph Building (Hydralisk Den -> Lurker Den);Transmutar estrutura (Covil de Hidralisca -> Covil de Furtivo);变异建筑(刺蛇巢->潜伏者巢穴);變形建築（刺蛇獸穴 -> 遁地獸穴）
Abil/Name/UpgradeToOrbitalCoop;Morph Command Center -> Orbital Command;Morph Command Center -> Orbital Command;Morph Command Center -> Orbital Command;Morph Command Center -> Orbital Command;Transformar Centro de mando -> Centro de mando orbital;Morph Command Center -> Orbital Command;Morph Command Center -> Orbital Command;사령부 -> 궤도 사령부 변형;Morph Command Center -> Orbital Command;Transmutar Central de Comando -> Fortaleza Planetária;Morph Command Center -> Orbital Command;指揮中心轉換為星軌指揮總部
Abil/Name/UpgradeToRoboticsFacilityWarp;Upgrade To Robotics Facility Warp;Upgrade To Robotics Facility Warp;Upgrade To Robotics Facility Warp;Upgrade To Robotics Facility Warp;Mejorar a Complejo de robótica - Transposición;Upgrade To Robotics Facility Warp;Upgrade To Robotics Facility Warp;로봇공학 시설 소환 업그레이드;Upgrade To Robotics Facility Warp;Aprimorar para Central de Robótica de Transdobra;Upgrade To Robotics Facility Warp;升級為機械製造廠躍傳
Abil/Name/UpgradeToRoboticsFacilityWarpInstant;Upgrade To Robotics Facility Warp Instant;Upgrade To Robotics Facility Warp Instant;Upgrade To Robotics Facility Warp Instant;Upgrade To Robotics Facility Warp Instant;Mejorar a Complejo de robótica - Transposición - Instantáneo;Upgrade To Robotics Facility Warp Instant;Upgrade To Robotics Facility Warp Instant;로봇공학 시설 차원 업그레이드 즉시;Upgrade To Robotics Facility Warp Instant;Upgrade To Robotics Facility Warp Instant;Upgrade To Robotics Facility Warp Instant;升級為機械製造廠瞬間躍傳
Abil/Name/UpgradeToStargateWarp;Upgrade To Stargate Warp;Upgrade To Stargate Warp;Upgrade To Stargate Warp;Upgrade To Stargate Warp;Mejorar a Portal estelar - Transposición;Upgrade To Stargate Warp;Upgrade To Stargate Warp;우주관문 소환 업그레이드;Upgrade To Stargate Warp;Aprimorar para Portal Intergaláctico de Transdobra;Upgrade To Stargate Warp;升級為星際之門躍傳
Abil/Name/UpgradeToStargateWarpInstant;Upgrade To Stargate Warp Instant;Upgrade To Stargate Warp Instant;Upgrade To Stargate Warp Instant;Upgrade To Stargate Warp Instant;Mejorar a Portal estelar - Transposición - Instantáneo;Upgrade To Stargate Warp Instant;Upgrade To Stargate Warp Instant;우주관문 차원 업그레이드 즉시;Upgrade To Stargate Warp Instant;Upgrade To Stargate Warp Instant;立即升级到折跃星门;升級為星際之門瞬間躍傳
Abil/Name/UpgradeToWarpGateInstant;Upgrade To Warp Gate Instant;Upgrade To Warp Gate Instant;Upgrade To Warp Gate Instant;Upgrade To Warp Gate Instant;Mejorar a Portal de transposición - Instantáneo;Upgrade To Warp Gate Instant;Upgrade To Warp Gate Instant;차원 관문 즉시로 업그레이드;Upgrade To Warp Gate Instant;Upgrade To Warp Gate Instant;立即升级到折跃门;瞬間升級為空間之門
Abil/Name/UrunHangar;Urun Hangar;Urun Hangar;Urun Hangar;Urun Hangar;Urún - Hangar;Urun Hangar;Urun Hangar;우룬 격납고;Urun Hangar;Hangar de Urun;Urun Hangar;鄔盧爾 - 機棚
Abil/Name/UrunsFury;Urun's Fury;Urun's Fury;Urun's Fury;Urun's Fury;Furia de Urún;Urun's Fury;Urun's Fury;우룬의 격노;Urun's Fury;Fúria de Urun;Urun's Fury;鄔盧爾之怒
Abil/Name/Val03QueenOfBladesDeepTunnel;Deep Tunnel;Deep Tunnel;Deep Tunnel;Deep Tunnel;Túnel profundo;Deep Tunnel;Deep Tunnel;굴 파기;Deep Tunnel;Túnel profundo;深槽虫道;深度挖掘
Abil/Name/VehicleAfterburners;Vehicle Afterburners;Vehicle Afterburners;Vehicle Afterburners;Vehicle Afterburners;Vehículo - Postquemadores;Vehicle Afterburners;Vehicle Afterburners;차량 재연소 장치;Vehicle Afterburners;Veículos com Pós-combustão;载具后燃充能;載具後燃器
Abil/Name/VespeneDrone;Vespene Harvester;Vespene Harvester;Vespene Harvester;Vespene Harvester;Recolector de vespeno;Vespene Harvester;Vespene Harvester;베스핀 채취기;Vespene Harvester;Coletor de Vespeno;瓦斯采集器;高能瓦斯採集機
Abil/Name/ViperConsumption;Consumption;Поглощение;Fressen;Consumir;Consumo;Ponction;Consunzione;흡수;Pochłonięcie;Consumo;吞噬;吞噬
Abil/Name/VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;VirusCureBeam;治疗病毒射线;病毒淨化光線
Abil/Name/VoidBuild;Void Build;Void Build;Void Build;Void Build;Vacío - Construir;Void Build;Void Build;공허 건설;Void Build;Construir Vazio;Void Build;虛空 - 生成
Abil/Name/VoidCarrierBombingRun;Void Carrier Bombing Run;Void Carrier Bombing Run;Void Carrier Bombing Run;Void Carrier Bombing Run;Vacío - Portanaves - Bombardeo - Huída;Void Carrier Bombing Run;Void Carrier Bombing Run;공허 우주모함 폭격 비행;Void Carrier Bombing Run;Transportadora do Vazio - Passagem de Bombardeio;Void Carrier Bombing Run;虛空 - 航空母艦 - 出動轟炸
Abil/Name/VoidChasmRebirth;Void Chasm Rebirth;Void Chasm Rebirth;Void Chasm Rebirth;Void Chasm Rebirth;Vacío - Abismo - Renacimiento;Void Chasm Rebirth;Void Chasm Rebirth;공허의 틈 부활;Void Chasm Rebirth;Penhasco do Vazio - Ressuscitar;Void Chasm Rebirth;虛空裂縫 - 重生
Abil/Name/VoidCoopSummonHyperion;Summon Hyperion;Summon Hyperion;Summon Hyperion;Summon Hyperion;Invocar Hiperión;Summon Hyperion;Summon Hyperion;히페리온 소환;Summon Hyperion;Evocar Hipérion;召唤休伯利安号;呼叫海伯利昂號
Abil/Name/VoidCorruptionMissile;Void Corruption Missile;Void Corruption Missile;Void Corruption Missile;Void Corruption Missile;Corrupción del Vacío - Misil;Void Corruption Missile;Void Corruption Missile;공허 타락 미사일;Void Corruption Missile;Míssil de Corrupção do Vazio;Void Corruption Missile;虛空腐化 - 飛彈
Abil/Name/VoidDarkTemplarDeepShadowBlink;Void Dark Templar Deep Shadow Blink;Void Dark Templar Deep Shadow Blink;Void Dark Templar Deep Shadow Blink;Void Dark Templar Deep Shadow Blink;Vacío - Templario oscuro - Sombra profunda - Parpadeo;Void Dark Templar Deep Shadow Blink;Void Dark Templar Deep Shadow Blink;공허 암흑 기사 짙은 그림자 점멸;Void Dark Templar Deep Shadow Blink;Templário das Trevas do Vazio - Translação de Sombras Profundas;Void Dark Templar Deep Shadow Blink;虛空 - 黑暗聖堂武士 - 深入暗影 - 瞬移
Abil/Name/VoidDarkTemplarDeepShadows;Void Dark Templar Deep Shadows;Void Dark Templar Deep Shadows;Void Dark Templar Deep Shadows;Void Dark Templar Deep Shadows;Vacío - Templario oscuro - Sombras profundas;Void Dark Templar Deep Shadows;Void Dark Templar Deep Shadows;공허 암흑 기사 짙은 그림자;Void Dark Templar Deep Shadows;Templário das Trevas do Vazio - Sombras Profundas;Void Dark Templar Deep Shadows;虛空 - 黑暗聖堂武士 - 深入暗影
Abil/Name/VoidDarkTemplarPowerStrike;Void Dark Templar Power Strike;Void Dark Templar Power Strike;Void Dark Templar Power Strike;Void Dark Templar Power Strike;Vacío - Templario oscuro - Golpe de poder;Void Dark Templar Power Strike;Void Dark Templar Power Strike;공허 암흑 기사 강한 일격;Void Dark Templar Power Strike;Templário das Trevas do Vazio - Golpe Poderoso;Void Dark Templar Power Strike;虛空 - 黑暗聖堂武士 - 強力猛擊
Abil/Name/VoidDarkTemplarShadowFury;Shadow Fury;Shadow Fury;Shadow Fury;Shadow Fury;Furia sombría;Shadow Fury;Shadow Fury;그림자 격노;Shadow Fury;Fúria Sombria;Shadow Fury;暗影之怒
Abil/Name/VoidDarkTemplarStunningBlow;Void Dark Templar Stunning Blow;Void Dark Templar Stunning Blow;Void Dark Templar Stunning Blow;Void Dark Templar Stunning Blow;Vacío - Templario oscuro - Golpe aturdidor;Void Dark Templar Stunning Blow;Void Dark Templar Stunning Blow;공허 암흑 기사 기절의 일격;Void Dark Templar Stunning Blow;Templário das Trevas do Vazio - Pancada Atordoante;Void Dark Templar Stunning Blow;虛空 - 黑暗聖堂武士 - 昏迷猛擊
Abil/Name/VoidHighTemplarMindBlast;Mind Blast;Mind Blast;Mind Blast;Mind Blast;Explosión mental;Mind Blast;Mind Blast;정신 폭발;Mind Blast;Impacto Mental;Mind Blast;心靈震爆
Abil/Name/VoidHighTemplarPsiOrb;Psi Orb;Psi Orb;Psi Orb;Psi Orb;Orbe psiónico;Psi Orb;Psi Orb;사이오닉 구체;Psi Orb;Orbe Psi;Psi Orb;幽能光球
Abil/Name/VoidImmortalPurifierCannon;Purifier Cannon;Purifier Cannon;Purifier Cannon;Purifier Cannon;Cañón purificador;Purifier Cannon;Purifier Cannon;정화자 포;Purifier Cannon;Canhão Purificador;Purifier Cannon;淨化者加農砲
Abil/Name/VoidImmortalStasisHeal;Stasis Heal;Stasis Heal;Stasis Heal;Stasis Heal;Curación estásica;Stasis Heal;Stasis Heal;정지장 치유;Stasis Heal;Cura de Estase;Stasis Heal;靜滯復原
Abil/Name/VoidImmortalSuperCannons;Super Cannons;Super Cannons;Super Cannons;Super Cannons;Supercañones;Super Cannons;Super Cannons;거대 포;Super Cannons;Supercanhões;Super Cannons;超級加農砲
Abil/Name/VoidOracleFutureSelf;Void Oracle Future Self;Void Oracle Future Self;Void Oracle Future Self;Void Oracle Future Self;Vacío - Oráculo - Futuro - Propio;Void Oracle Future Self;Void Oracle Future Self;공허 예언자 미래의 자신;Void Oracle Future Self;Oráculo do Vazio - Futuro Próprio;Void Oracle Future Self;虛空 - 先知艦 - 未來的自己
Abil/Name/VoidOracleMiniTimeWarp;Mini Time Warp;Mini Time Warp;Mini Time Warp;Mini Time Warp;Minidistorsión de tiempo;Mini Time Warp;Mini Time Warp;초소형 시간 왜곡;Mini Time Warp;Mini Transdobra Temporal;Mini Time Warp;迷你時空扭曲
Abil/Name/VoidPhoenixDeathBlossom;Void Phoenix Death Blossom;Void Phoenix Death Blossom;Void Phoenix Death Blossom;Void Phoenix Death Blossom;Vacío - Fénix - Brote de muerte;Void Phoenix Death Blossom;Void Phoenix Death Blossom;공허 불사조 죽음의 꽃;Void Phoenix Death Blossom;Fênix do Vazio - Brotar da Morte;Void Phoenix Death Blossom;虛空 - 鳳凰戰機 - 死亡盛綻
Abil/Name/VoidRayVoidDamageBoost;Prismatic Alignment;Prismatic Alignment;Prismatic Alignment;Prismatic Alignment;Alineación prismática;Prismatic Alignment;Prismatic Alignment;분광 정렬;Prismatic Alignment;Alinhamento Prismático;Prismatic Alignment;稜鏡校準
Abil/Name/VoidRiftAutoBuild;Void Rift Auto Build;Void Rift Auto Build;Void Rift Auto Build;Void Rift Auto Build;Vacío - Fisura - Automatizad - Construir;Void Rift Auto Build;Void Rift Auto Build;공허 균열 자동 건설;Void Rift Auto Build;Fissura do Caos - Construção automática;虚空裂痕自动建造;虛空裂隙 - 自動生成
Abil/Name/VoidRiftTrain;Void Rift Train;Void Rift Train;Void Rift Train;Void Rift Train;Vacío - Fisura - Entrenar;Void Rift Train;Void Rift Train;공허 균열 훈련;Void Rift Train;Fissura do Caos - Treinar;虚空裂痕训练;虛空裂隙 - 訓練
Abil/Name/VoidScienceVesselNanoRepair;Void Science Vessel Nano Repair;Void Science Vessel Nano Repair;Void Science Vessel Nano Repair;Void Science Vessel Nano Repair;Vacío - Navío científico - Nanorreparación;Void Science Vessel Nano Repair;Void Science Vessel Nano Repair;공허 과학선 나노 수리;Void Science Vessel Nano Repair;Cosmonave Científica do Vazio - Nanorreparo;Void Science Vessel Nano Repair;虛空 - 科學研究船 - 奈米修復
Abil/Name/VoidSeekerDock;Dock;Dock;Dock;Dock;Atraque;Dock;Dock;정박;Dock;Estaleiro;入港;船塢
Abil/Name/VoidSeekerPhaseMineBlast;Phase Mine Blast;Phase Mine Blast;Phase Mine Blast;Phase Mine Blast;Explosión de la Mina de fase;Phase Mine Blast;Phase Mine Blast;위상 지뢰 폭발;Phase Mine Blast;Explosão de Mina fásica;相位雷冲击波;相位詭雷爆破
Abil/Name/VoidSentryBlackHole;Void Sentry Black Hole;Void Sentry Black Hole;Void Sentry Black Hole;Void Sentry Black Hole;Vacío - Centinela - Agujero negro;Void Sentry Black Hole;Void Sentry Black Hole;공허 파수기 블랙홀;Void Sentry Black Hole;Sentinela do Vazio - Buraco Negro;Void Sentry Black Hole;虛空 - 哨衛 - 黑洞
Abil/Name/VoidSentryChronoBeam;Chrono Beam;Chrono Beam;Chrono Beam;Chrono Beam;Cronorrayo;Chrono Beam;Chrono Beam;시간 광선;Chrono Beam;Feixe Crono;Chrono Beam;加速光束
Abil/Name/VoidSentryCombatChrono;Void Sentry Combat Chrono;Void Sentry Combat Chrono;Void Sentry Combat Chrono;Void Sentry Combat Chrono;Vacío - Centinela - Cronocombate;Void Sentry Combat Chrono;Void Sentry Combat Chrono;공허 파수기 전투 시간;Void Sentry Combat Chrono;Sentinela do Vazio - Combate Crono;Void Sentry Combat Chrono;虛空 - 哨衛 - 戰鬥加速
Abil/Name/VoidSentryCombatChronoAura;Void Sentry Combat Chrono Aura;Void Sentry Combat Chrono Aura;Void Sentry Combat Chrono Aura;Void Sentry Combat Chrono Aura;Vacío - Centinela - Cronocombate - Aura;Void Sentry Combat Chrono Aura;Void Sentry Combat Chrono Aura;공허 파수기 전투 시간 오라;Void Sentry Combat Chrono Aura;Sentinela do Vazio - Combate Crono - Aura;Void Sentry Combat Chrono Aura;虛空 - 哨衛 - 戰鬥加速 - 靈氣
Abil/Name/VoidSentryForcePush;Void Sentry Force Push;Void Sentry Force Push;Void Sentry Force Push;Void Sentry Force Push;Vacío - Centinela - Empuje forzoso;Void Sentry Force Push;Void Sentry Force Push;공허 파수기 밀쳐내기;Void Sentry Force Push;Sentinela do Vazio - Forçar Empurrar;Void Sentry Force Push;虛空 - 哨衛 - 動能加速
Abil/Name/VoidSentryHallucination;Hallucination;Hallucination;Hallucination;Hallucination;Alucinación;Hallucination;Hallucination;환상;Hallucination;Alucinação;Hallucination;幻影分身
Abil/Name/VoidSentryMiniTimeWarp;Void Sentry Mini Time Warp;Void Sentry Mini Time Warp;Void Sentry Mini Time Warp;Void Sentry Mini Time Warp;Vacío - Centinela - Minidistorsión de tiempo;Void Sentry Mini Time Warp;Void Sentry Mini Time Warp;공허 파수기 초소형 시간 왜곡;Void Sentry Mini Time Warp;Sentinela do Vazio - Mini Transdobra Temporal;Void Sentry Mini Time Warp;虛空 - 哨衛 - 迷你時空扭曲
Abil/Name/VoidSentryMobileMode;Mobile Mode;Mobile Mode;Mobile Mode;Mobile Mode;Modo Móvil;Mobile Mode;Mobile Mode;이동 모드;Mobile Mode;Modo Móvel;Mobile Mode;機動模式
Abil/Name/VoidSentryPhasingMode;Phasing Mode;Phasing Mode;Phasing Mode;Phasing Mode;Modo fásico;Phasing Mode;Phasing Mode;위상 모드;Phasing Mode;Modo Fásico;Phasing Mode;相位模式
Abil/Name/VoidSentryShieldRepair;Shield Repair;Shield Repair;Shield Repair;Shield Repair;Escudo - Reparar;Shield Repair;Shield Repair;보호막 수리;Shield Repair;Consertar Escudo;Shield Repair;護盾修復
Abil/Name/VoidShardACBuild;Void Shard ACBuild;Void Shard ACBuild;Void Shard ACBuild;Void Shard ACBuild;Esquirla del Vacío - CA - Construir;Void Shard ACBuild;Void Shard ACBuild;공허의 파편 AC 건설;Void Shard ACBuild;Void Shard ACBuild;Void Shard ACBuild;虛空晶體 - 合作任務 - 建造
Abil/Name/VoidShardACDeathGrip;Void Shard ACDeath Grip;Void Shard ACDeath Grip;Void Shard ACDeath Grip;Void Shard ACDeath Grip;Esquirla del Vacío - CA - Agarre mortal;Void Shard ACDeath Grip;Void Shard ACDeath Grip;공허의 파편 AC 죽음의 손아귀;Void Shard ACDeath Grip;Void Shard ACDeath Grip;Void Shard ACDeath Grip;虛空晶體 - 合作任務 - 死亡之握
Abil/Name/VoidShardACShockwave;Void Shard ACShockwave;Void Shard ACShockwave;Void Shard ACShockwave;Void Shard ACShockwave;Esquirla del Vacío - CA - Ola de choque;Void Shard ACShockwave;Void Shard ACShockwave;공허의 파편 AC 충격파;Void Shard ACShockwave;Void Shard ACShockwave;Void Shard ACShockwave;虛空晶體 - 合作任務 - 衝擊波
Abil/Name/VoidShardACUnstableEnergy;Void Shard ACUnstable Energy;Void Shard ACUnstable Energy;Void Shard ACUnstable Energy;Void Shard ACUnstable Energy;Esquirla del Vacío - CA - Energía inestable;Void Shard ACUnstable Energy;Void Shard ACUnstable Energy;공허의 파편 AC 불안정 에너지;Void Shard ACUnstable Energy;Void Shard ACUnstable Energy;Void Shard ACUnstable Energy;虛空晶體 - 合作任務 - 異變能量
Abil/Name/VoidShardACVoidZone;Void Shard ACVoid Zone;Void Shard ACVoid Zone;Void Shard ACVoid Zone;Void Shard ACVoid Zone;Esquirla del Vacío - CA - Zona del Vacío;Void Shard ACVoid Zone;Void Shard ACVoid Zone;공허의 파편 AC 공허 지역;Void Shard ACVoid Zone;Void Shard ACVoid Zone;Void Shard ACVoid Zone;虛空晶體 - 合作任務 - 虛空領域
Abil/Name/VoidShieldCapacitor;Void Shield Capacitor;Void Shield Capacitor;Void Shield Capacitor;Void Shield Capacitor;Vacío - Capacitor de escudos;Void Shield Capacitor;Void Shield Capacitor;공허 보호막 축전기;Void Shield Capacitor;Capacitor de Escudo do Vazio;Void Shield Capacitor;虛空 - 護盾充能器
Abil/Name/VoidSliverACUnstableEnergy;Void Sliver AC Unstable Energy;Void Sliver AC Unstable Energy;Void Sliver AC Unstable Energy;Void Sliver AC Unstable Energy;Astilla del Vacío - CA - Energía inestable;Void Sliver AC Unstable Energy;Void Sliver AC Unstable Energy;공허 파편 불안정 에너지;Void Sliver AC Unstable Energy;Lasca do Vazio AC - Energia Instável;虚空裂片AC不稳能量;虛空晶塊合作任務不穩定的能量
Abil/Name/VoidSoAShieldCapacitor;Void SoA Shield Capacitor;Void SoA Shield Capacitor;Void SoA Shield Capacitor;Void SoA Shield Capacitor;Vacío - LdA - Capacitor de escudos;Void SoA Shield Capacitor;Void SoA Shield Capacitor;공허 SoA 보호막 축전기;Void SoA Shield Capacitor;Capacitor de Escudo do Vazio SoA;Void SoA Shield Capacitor;虛空 - 亞頓之矛 - 護盾充能器
Abil/Name/VoidTendrilBuild;Void Shard Build;Void Shard Build;Void Shard Build;Void Shard Build;Esquirla del Vacío - Construir;Void Shard Build;Void Shard Build;공허의 파편 건설;Void Shard Build;Void Shard Build;Void Shard Build;虛空晶體 - 生成
Abil/Name/VoidTendrilDeathGrip;Void Shard Death Grip;Void Shard Death Grip;Void Shard Death Grip;Void Shard Death Grip;Esquirla del Vacío - Agarre mortal;Void Shard Death Grip;Void Shard Death Grip;공허의 파편 죽음의 손아귀;Void Shard Death Grip;Void Shard Death Grip;Void Shard Death Grip;虛空晶體 - 死亡之握
Abil/Name/VoidTendrilDeathGripAutoCast;Void Shard Death Grip Auto Cast;Void Shard Death Grip Auto Cast;Void Shard Death Grip Auto Cast;Void Shard Death Grip Auto Cast;Esquirla del Vacío - Agarre mortal - Lanzamiento automático;Void Shard Death Grip Auto Cast;Void Shard Death Grip Auto Cast;공허의 파편 죽음의 손아귀 자동 시전;Void Shard Death Grip Auto Cast;Void Shard Death Grip Auto Cast;Void Shard Death Grip Auto Cast;虛空晶體 - 死亡之握 - 自動施放
